image_id, predicted_prob, predicted_label

000b54bc-ca77-4de4-d337-5b1cf6566303.jpg,0.99994445,1.0
000e183a-cf07-92b7-04a8-061c6363eea1.jpg,6.7681085e-06,0.0
00100d79-6973-71e4-45a7-e1b9472c1ad8.jpg,0.99995756,1.0
0014d0d8-cd2e-a1e9-a04c-7658e1a5f2fd.jpg,0.9999999,1.0
00272e30-da5f-2fce-d9ff-f9b120b60d45.jpg,0.99999535,1.0
002f4ea6-056a-f537-df6f-097e3a976140.jpg,0.99965,1.0
002f9f7b-4318-42c2-c809-e376089da52c.jpg,0.9999895,1.0
003dbc96-a1d2-1cb5-4ad7-a3b3d2abf33e.jpg,6.238206e-06,0.0
003e76f7-da23-5760-24a4-30c7887768ea.jpg,0.9999026,1.0
003fd26a-89c2-3fde-9074-fda6db3c2f9c.jpg,4.096656e-06,0.0
0048d320-1bc9-e397-1d85-df9ec2f38ce9.jpg,4.6937425e-06,0.0
004ba585-49df-2e0b-c36a-52391888ac8e.jpg,0.9999764,1.0
004ed02f-a0cb-512c-23c7-c079cc22cda4.jpg,0.99960166,1.0
00501394-3f7b-901d-f36b-2efa33880c03.jpg,2.2386444e-06,0.0
0050ca23-f98c-bb9c-eb26-6a1eb7677865.jpg,0.9998716,1.0
00645a5c-a4cf-9737-c1b2-fcfc0d660a40.jpg,1.870567e-06,0.0
00a298cd-ed66-54c3-95b5-c52578d7b825.jpg,2.634383e-06,0.0
00a6270c-079b-303e-72a4-339dfcdd8a47.jpg,3.9018695e-07,0.0
00aa1a6d-edbe-e37c-3034-3a47b0c562c7.jpg,1.9067967e-06,0.0
00b510b1-9419-d4e6-ccf8-fbf62f2bc4d2.jpg,0.9723307,1.0
00b75563-0e66-f641-7b8a-d1e1c2b49bbe.jpg,5.4203165e-06,0.0
00c05faa-710c-af70-9987-9cf2317049bb.jpg,7.306333e-07,0.0
00c14989-2222-b840-d514-91019dd46dc1.jpg,0.00088135333,0.0
00c6cc5d-780c-f750-f5fa-0837efe4678b.jpg,0.0012044803,0.0
00e137da-65ae-4fbf-39a0-fb55836c8cc0.jpg,9.4640166e-07,0.0
00e1a75f-fd72-13dd-8372-77e8e8c95cc1.jpg,9.134882e-06,0.0
00fdbbba-00b9-2d69-61e5-a254f9b96b06.jpg,0.9999945,1.0
0106c0ff-1fae-7ed5-4672-16f62b9d6c55.jpg,0.9999945,1.0
0111baa0-6105-54c8-f70c-414e37a67c54.jpg,0.00091186364,0.0
0117a48d-eb9f-be15-733a-bbcb996a9805.jpg,0.9999945,1.0
01337e4a-08b3-7604-4821-7ef2a10d5c0e.jpg,0.99999595,1.0
0139a0ce-4b73-f6b8-3baa-b622ded43b18.jpg,0.9999877,1.0
01423073-28f8-315e-21c4-87392351d516.jpg,0.9999937,1.0
014c3dcf-8e55-3aaf-7197-5ca9dd51f33a.jpg,0.99999857,1.0
01528148-9171-dac8-3c89-34d3ecd464ce.jpg,1.8767315e-06,0.0
01557de2-a595-38cd-27d1-36e7df12cae1.jpg,4.308565e-06,0.0
01578c72-77f6-1f83-8943-a424fcbcc2a8.jpg,0.99999595,1.0
016b96a4-070f-b079-da68-edd86ad77abf.jpg,0.99987495,1.0
016c7a80-bc8d-ba95-fd94-8e7bfecd1af9.jpg,2.0247764e-06,0.0
016e1395-0fc6-b585-4949-89d99d8d14e9.jpg,0.99997365,1.0
018b16cf-9208-b249-6205-9bab8daa42dc.jpg,0.9999715,1.0
0195238a-9c6f-af9d-7b3a-3cd7468aa931.jpg,0.9999964,1.0
01ad4e3c-4756-7724-e163-25d76bb4a0b2.jpg,5.046438e-07,0.0
01be0a6f-0dd0-32c7-27c9-06d4319f69d5.jpg,0.99982697,1.0
01becadd-75dc-bdda-43ec-3387667b786f.jpg,0.9999347,1.0
01dc193f-b23e-d7d5-6f45-2e26878c15c3.jpg,0.9995752,1.0
01ffd068-4b65-27af-00c9-edac09410be3.jpg,4.0728096e-07,0.0
0203b045-2f2c-209b-5f8c-fa7166d153db.jpg,0.9999281,1.0
020acea1-78a0-cfb5-bf8b-53e03e642c11.jpg,3.438046e-07,0.0
020af914-98ed-da45-5bee-32fd1f789009.jpg,0.9999285,1.0
020bae4b-1f39-8498-589f-ef1403208676.jpg,0.0060389643,0.0
020ed97b-6c24-f5bb-1b0a-1c8b78e7b512.jpg,0.9999696,1.0
0213b865-d0db-827f-a4ff-d8d3cd10e2e6.jpg,7.2955197e-07,0.0
02212bbe-e907-48b7-819a-9485dd839dd0.jpg,0.99982196,1.0
024d826b-3f27-60aa-eeaf-ac92f12f960f.jpg,1.3878745e-06,0.0
02504ded-6382-99ec-0c4a-5a303eb54c04.jpg,0.99990094,1.0
0259e453-f09d-470f-a188-31b465b8d9db.jpg,1.0656059e-05,0.0
0261ebb2-d8df-b26e-a554-9e83ddbe3bcb.jpg,0.9999857,1.0
0278d7e8-5c1d-6b4e-7415-0974a6bd9313.jpg,0.999752,1.0
027bf182-9496-4e80-a7f4-6cfd21fb954c.jpg,0.3966809,0.0
0280bd0c-5247-7101-ffc9-c3fb4b008623.jpg,0.9999422,1.0
028bab56-84eb-3854-7bb2-548b780abbc2.jpg,4.9681516e-06,0.0
02912f6d-c88a-bf1f-bf0b-cff73fedbbc6.jpg,0.0039141355,0.0
02a1ae41-0308-578d-931e-1254976b4e8a.jpg,4.5909364e-06,0.0
02a70755-5a58-b7ea-a083-99f1a5a0470c.jpg,0.99999845,1.0
02b5fca6-368c-d2f5-30ef-a6aadeedd0df.jpg,0.999337,1.0
02c8b682-4ffc-d7fe-9f26-6cbd3811023f.jpg,0.9999982,1.0
02cf1784-092a-dd7e-a0e3-9b81249883d2.jpg,0.99999356,1.0
02ddc7f6-9f71-b44c-a4ed-1e277739103f.jpg,0.9999566,1.0
02f8e5d6-54ee-d3e4-29cf-93b871a075b5.jpg,0.0007682516,0.0
030534ba-0ffc-7077-9946-886a13bb8bbb.jpg,1.038476e-07,0.0
030f87e3-9c9f-b0e8-0544-66ad0cea0f20.jpg,0.032413397,0.0
031ad937-5ff6-7b18-d647-cf3438cfa961.jpg,0.99999547,1.0
031f0b27-68f4-7493-fdee-99b4346e39d8.jpg,0.99999857,1.0
0321e473-626c-7825-86c0-ab2b1804a128.jpg,0.9999969,1.0
0322825b-eb0e-a436-b58b-b41d9f074141.jpg,0.9999796,1.0
0322cffb-2c84-9a40-f8d0-1d99e798e5d8.jpg,0.9999987,1.0
032523d6-793a-c7f4-de88-7ac216f85dd1.jpg,0.999998,1.0
03478413-4568-9060-a6dd-60a4f599c0d0.jpg,0.003699246,0.0
03522a00-d565-739c-6af6-e17d20b8741f.jpg,1.2805634e-05,0.0
